canal_preferido,categoria_favorita,regiao,marca_preferida,influenciador,frequencia_compra,pagamento,genero,ticket_medio,qtd_itens,data_nascimento
parceiros,mercearia,centro_oeste,marca_00,influencer_017,mensal,credito,masculino,133.85873547102682,11,10/12/1985
whatsapp,higiene,nordeste,marca_36,influencer_111,mensal,credito,nao_informado,161.47893201991224,3,23/08/2001
loja_fisica,snacks,sudeste,marca_26,influencer_095,quinzenal,boleto,outro,115.69553557783243,6,21/01/1959
ecommerce,snacks,norte,marca_44,influencer_027,quinzenal,pix,outro,30.442510682641256,5,18/12/1963
app,snacks,centro_oeste,marca_31,influencer_035,semanal,debito,feminino,165.9093116858263,3,19/03/1956
loja_fisica,laticinios,sul,marca_04,influencer_045,bimestral,debito,feminino,136.01058620241238,1,05/08/1980
parceiros,bebidas,sul,marca_14,influencer_048,quinzenal,credito,outro,118.67694539963618,6,22/11/1967
whatsapp,laticinios,sudeste,marca_52,influencer_098,quinzenal,pix,feminino,40.78512607056052,5,03/08/1986
loja_fisica,snacks,nordeste,marca_02,influencer_067,trimestral,credito,outro,108.06765587331805,4,09/01/1956
loja_fisica,bebidas,centro_oeste,marca_44,influencer_051,quinzenal,boleto,masculino,84.98091079773135,4,03/05/1960
loja_fisica,snacks,norte,marca_17,influencer_086,mensal,debito,masculino,71.34882948142108,6,15/01/1966
app,bebidas,sul,marca_27,influencer_054,quinzenal,debito,outro,114.54202277199127,4,25/06/1989
loja_fisica,mercearia,norte,marca_31,influencer_015,quinzenal,pix,feminino,98.56132458009458,4,25/11/1958
loja_fisica,higiene,centro_oeste,marca_14,influencer_012,semanal,credito,feminino,101.19604789420137,5,01/04/1982
loja_fisica,snacks,nordeste,marca_39,influencer_038,trimestral,carteira_digital,feminino,149.58505466384415,3,28/10/1982
loja_fisica,limpeza,centro_oeste,marca_41,influencer_072,mensal,boleto,outro,130.22288560477395,7,06/01/1971
whatsapp,limpeza,sul,marca_04,influencer_015,bimestral,carteira_digital,nao_informado,100.17940707534214,2,11/04/1960
ecommerce,laticinios,sul,marca_22,influencer_065,trimestral,pix,outro,95.1047511660084,4,08/07/1992
parceiros,laticinios,nordeste,marca_44,influencer_032,semanal,pix,feminino,101.8056571816139,7,14/12/1977
parceiros,mercearia,nordeste,marca_43,influencer_083,bimestral,credito,feminino,110.10223079595971,8,01/08/1986
app,mercearia,centro_oeste,marca_32,influencer_003,semanal,pix,masculino,143.3620073750338,6,10/09/1995
loja_fisica,mercearia,nordeste,marca_46,influencer_056,mensal,pix,feminino,78.29759481494006,3,09/10/1955
app,higiene,sul,marca_06,influencer_006,trimestral,debito,masculino,178.337568700224,3,21/02/1995
whatsapp,mercearia,sul,marca_06,influencer_039,semanal,credito,masculino,143.39087964510554,8,25/12/1959
loja_fisica,bebidas,nordeste,marca_39,influencer_001,trimestral,debito,feminino,10.48288036504141,5,02/06/1984
whatsapp,mercearia,sul,marca_41,influencer_056,mensal,credito,nao_informado,123.41396937714173,5,12/04/1959
app,laticinios,norte,marca_48,influencer_091,quinzenal,debito,feminino,161.62946573503186,2,27/11/1956
ecommerce,bebidas,sul,marca_10,influencer_011,semanal,pix,feminino,135.54823632643203,6,26/06/1976
app,mercearia,sul,marca_30,influencer_088,mensal,carteira_digital,feminino,103.50636161127352,2,16/09/1983
parceiros,laticinios,nordeste,marca_39,influencer_069,mensal,credito,feminino,117.55632881420199,2,22/05/1971
parceiros,snacks,sudeste,marca_13,influencer_060,semanal,credito,outro,127.13279792684071,2,08/08/1968
app,limpeza,norte,marca_30,influencer_071,mensal,debito,outro,150.78353018493263,5,23/02/1964
ecommerce,laticinios,nordeste,marca_38,influencer_040,semanal,credito,outro,63.39620607505199,3,02/06/1985
app,laticinios,nordeste,marca_12,influencer_085,trimestral,boleto,masculino,95.79926587053808,7,15/06/1976
ecommerce,bebidas,norte,marca_22,influencer_093,quinzenal,credito,feminino,185.54312512269917,8,16/03/2003
whatsapp,snacks,norte,marca_12,influencer_093,mensal,carteira_digital,outro,121.31788893123743,2,05/11/1978
parceiros,mercearia,centro_oeste,marca_54,influencer_032,bimestral,carteira_digital,outro,181.11608547512319,3,17/08/1986
loja_fisica,snacks,sul,marca_14,influencer_078,bimestral,pix,nao_informado,239.42372151137,7,27/11/2005
ecommerce,snacks,sul,marca_07,influencer_017,trimestral,carteira_digital,feminino,100.3186077276776,1,20/02/2004
ecommerce,bebidas,norte,marca_01,influencer_059,trimestral,boleto,nao_informado,72.10875434557316,6,05/06/1981
loja_fisica,bebidas,nordeste,marca_02,influencer_000,semanal,carteira_digital,outro,109.37877156880265,2,15/10/1966
loja_fisica,limpeza,norte,marca_11,influencer_023,quinzenal,debito,feminino,163.95970870594925,2,20/02/1975
ecommerce,limpeza,nordeste,marca_36,influencer_075,bimestral,carteira_digital,masculino,169.55583487105147,3,15/03/1969
loja_fisica,limpeza,norte,marca_00,influencer_104,semanal,credito,outro,210.87909940627384,3,05/12/1980
loja_fisica,mercearia,sudeste,marca_17,influencer_005,bimestral,debito,nao_informado,118.52777922734904,5,09/02/1962
whatsapp,higiene,nordeste,marca_03,influencer_066,semanal,carteira_digital,masculino,139.5222606220995,6,13/06/1976
whatsapp,snacks,sudeste,marca_24,influencer_076,trimestral,debito,feminino,91.52921396181812,4,06/01/1959
whatsapp,bebidas,sul,marca_02,influencer_111,bimestral,credito,nao_informado,19.720602024895314,4,12/05/2006
ecommerce,snacks,norte,marca_36,influencer_078,mensal,credito,nao_informado,118.41389209406303,5,08/10/1955
app,snacks,nordeste,marca_41,influencer_012,mensal,credito,outro,73.84982985041165,4,04/05/2002
parceiros,bebidas,sul,marca_43,influencer_017,trimestral,debito,masculino,145.7342881303868,5,11/06/2004
loja_fisica,bebidas,centro_oeste,marca_13,influencer_076,bimestral,debito,masculino,44.74426717843352,7,01/11/2005
loja_fisica,bebidas,norte,marca_52,influencer_025,bimestral,pix,nao_informado,90.4266843712985,4,22/05/1978
whatsapp,limpeza,nordeste,marca_41,influencer_111,trimestral,carteira_digital,masculino,130.70716814561834,3,02/08/1995
loja_fisica,limpeza,centro_oeste,marca_03,influencer_110,semanal,credito,feminino,134.89448669652492,1,04/07/2004
parceiros,laticinios,sul,marca_26,influencer_113,semanal,carteira_digital,nao_informado,118.10243010095729,6,09/09/1999
app,mercearia,norte,marca_46,influencer_034,semanal,pix,feminino,194.69380671724434,1,19/08/2000
loja_fisica,limpeza,sudeste,marca_18,influencer_085,bimestral,boleto,outro,182.77854543236464,3,13/10/1980
loja_fisica,bebidas,sul,marca_22,influencer_079,bimestral,boleto,masculino,92.62690027736318,5,02/11/1994
app,limpeza,sul,marca_37,influencer_004,quinzenal,carteira_digital,outro,184.37638671145444,2,10/12/1966
parceiros,bebidas,sudeste,marca_03,influencer_031,trimestral,credito,nao_informado,190.48805795160723,4,02/05/2003
loja_fisica,higiene,nordeste,marca_58,influencer_024,semanal,pix,feminino,115.04390503830643,3,12/03/1980
app,higiene,sudeste,marca_10,influencer_044,bimestral,carteira_digital,outro,121.81612491408632,1,08/03/1968
app,higiene,norte,marca_01,influencer_114,mensal,boleto,masculino,117.97113787493602,4,26/10/1970
parceiros,snacks,sudeste,marca_00,influencer_101,quinzenal,credito,outro,94.20002447370544,3,11/11/2000
whatsapp,mercearia,sudeste,marca_23,influencer_035,semanal,pix,masculino,98.17329281642117,0,17/03/1965
ecommerce,laticinios,centro_oeste,marca_53,influencer_063,bimestral,boleto,outro,172.7729028958638,1,06/06/1991
loja_fisica,mercearia,norte,marca_49,influencer_022,bimestral,debito,masculino,137.49504572601393,2,14/01/1969
parceiros,limpeza,centro_oeste,marca_54,influencer_033,quinzenal,boleto,nao_informado,97.83241811752528,3,25/07/1986
ecommerce,limpeza,nordeste,marca_31,influencer_007,mensal,carteira_digital,masculino,82.96015710578195,2,01/09/1983
whatsapp,bebidas,sudeste,marca_26,influencer_077,mensal,pix,feminino,89.67558405546099,5,09/02/1987
app,mercearia,nordeste,marca_22,influencer_078,quinzenal,credito,masculino,113.44579111860335,0,11/12/1967
loja_fisica,limpeza,nordeste,marca_02,influencer_100,mensal,pix,masculino,156.52679549229035,4,14/11/2003
parceiros,snacks,sudeste,marca_54,influencer_104,mensal,pix,masculino,85.59675322305081,8,12/12/2001
loja_fisica,snacks,centro_oeste,marca_29,influencer_018,trimestral,debito,masculino,156.06810272546346,2,28/12/2004
app,laticinios,norte,marca_27,influencer_089,bimestral,boleto,nao_informado,127.87826993285188,7,04/01/1981
ecommerce,limpeza,norte,marca_30,influencer_015,semanal,pix,feminino,125.71367770127901,4,08/06/1964
parceiros,higiene,nordeste,marca_47,influencer_044,bimestral,carteira_digital,masculino,161.03184592583682,3,14/06/1984
parceiros,limpeza,nordeste,marca_13,influencer_061,quinzenal,boleto,outro,153.73434871759156,1,18/01/1959
ecommerce,higiene,sul,marca_42,influencer_005,trimestral,boleto,nao_informado,63.819284297137656,1,03/12/1992
whatsapp,higiene,centro_oeste,marca_42,influencer_018,mensal,pix,masculino,76.63945416766254,10,21/01/1969
whatsapp,snacks,sul,marca_50,influencer_032,semanal,credito,feminino,110.81934005298419,4,15/09/1965
parceiros,higiene,sudeste,marca_00,influencer_015,bimestral,boleto,feminino,134.2389129212474,1,08/04/1997
whatsapp,mercearia,sudeste,marca_10,influencer_112,semanal,credito,nao_informado,174.58302620893303,6,11/08/1989
app,bebidas,norte,marca_28,influencer_034,trimestral,pix,outro,122.60270103449616,4,02/06/1960
ecommerce,mercearia,centro_oeste,marca_50,influencer_060,trimestral,credito,nao_informado,188.1478519489936,2,19/03/2001
parceiros,snacks,centro_oeste,marca_57,influencer_119,bimestral,pix,outro,91.73297944456337,4,23/06/1990
loja_fisica,mercearia,norte,marca_35,influencer_067,mensal,boleto,nao_informado,98.49685382882248,4,28/09/1969
whatsapp,limpeza,centro_oeste,marca_12,influencer_049,mensal,debito,outro,107.77269981892157,6,09/07/1976
parceiros,limpeza,norte,marca_10,influencer_111,mensal,debito,nao_informado,87.31089897467913,3,08/03/1979
ecommerce,limpeza,sul,marca_38,influencer_026,semanal,credito,nao_informado,166.37617927792164,5,09/04/2003
loja_fisica,laticinios,nordeste,marca_12,influencer_021,trimestral,debito,nao_informado,10.0,6,04/09/1984
app,higiene,sudeste,marca_33,influencer_064,quinzenal,pix,nao_informado,99.857242744655,2,12/03/1998
ecommerce,mercearia,sudeste,marca_50,influencer_051,quinzenal,carteira_digital,masculino,165.92829120793988,6,04/08/1956
whatsapp,mercearia,sul,marca_23,influencer_095,semanal,carteira_digital,masculino,107.50726075723215,6,02/12/1981
loja_fisica,snacks,sudeste,marca_22,influencer_004,trimestral,carteira_digital,masculino,162.91545881250005,2,10/07/1959
app,snacks,centro_oeste,marca_01,influencer_074,trimestral,credito,masculino,207.90736579984582,3,24/04/1975
loja_fisica,higiene,centro_oeste,marca_15,influencer_085,quinzenal,debito,outro,123.2153858814303,3,28/09/1984
loja_fisica,snacks,sul,marca_41,influencer_116,quinzenal,pix,nao_informado,166.7573707597897,3,25/12/1999
app,higiene,norte,marca_21,influencer_017,bimestral,boleto,masculino,216.76550094765076,6,27/08/1969
app,higiene,sul,marca_09,influencer_029,quinzenal,boleto,feminino,136.08362828841877,3,25/07/1967
loja_fisica,limpeza,sudeste,marca_06,influencer_111,trimestral,boleto,masculino,118.07747250446786,9,19/08/2000
parceiros,snacks,sul,marca_05,influencer_075,trimestral,pix,outro,156.09861269700247,6,06/01/1983
whatsapp,mercearia,sudeste,marca_39,influencer_004,bimestral,pix,outro,167.36867013489137,3,23/01/1993
app,higiene,sul,marca_36,influencer_009,semanal,carteira_digital,masculino,118.44738824505443,3,28/08/2004
ecommerce,mercearia,sudeste,marca_30,influencer_094,bimestral,debito,feminino,100.64625365756962,4,14/06/1957
parceiros,bebidas,sudeste,marca_29,influencer_067,trimestral,boleto,outro,188.69581273185327,7,19/12/1986
whatsapp,higiene,sudeste,marca_08,influencer_067,quinzenal,boleto,nao_informado,109.17542169111519,2,11/06/1958
whatsapp,bebidas,centro_oeste,marca_29,influencer_105,trimestral,credito,outro,167.74915081929032,5,17/11/2004
whatsapp,limpeza,sudeste,marca_03,influencer_028,quinzenal,carteira_digital,feminino,130.51469092811354,2,01/08/1978
parceiros,snacks,sul,marca_55,influencer_019,trimestral,carteira_digital,masculino,193.07860630634,4,21/04/1978
loja_fisica,laticinios,nordeste,marca_03,influencer_073,bimestral,boleto,nao_informado,86.03816309378259,7,15/11/1965
app,snacks,sul,marca_25,influencer_105,semanal,credito,masculino,85.96078391869581,6,22/02/1988
app,limpeza,nordeste,marca_00,influencer_031,mensal,credito,outro,154.17945607320013,5,11/09/1983
whatsapp,snacks,sudeste,marca_47,influencer_081,semanal,boleto,nao_informado,74.78642773690785,5,12/06/2004
loja_fisica,limpeza,norte,marca_09,influencer_018,quinzenal,credito,feminino,124.66513849958356,3,05/09/1955
loja_fisica,higiene,nordeste,marca_55,influencer_020,trimestral,credito,feminino,181.93636931839504,3,17/02/1994
whatsapp,higiene,norte,marca_02,influencer_108,semanal,debito,outro,48.60671444265594,3,26/03/2005
loja_fisica,snacks,nordeste,marca_49,influencer_013,trimestral,credito,outro,136.08557114434285,1,17/04/2002
app,bebidas,nordeste,marca_39,influencer_002,semanal,boleto,feminino,168.46981557297084,5,26/07/1988
ecommerce,bebidas,sul,marca_14,influencer_092,bimestral,pix,outro,118.96369339786068,7,01/12/1999
whatsapp,laticinios,sudeste,marca_11,influencer_043,trimestral,credito,masculino,82.91628678536742,3,21/11/1957
app,higiene,nordeste,marca_21,influencer_047,bimestral,pix,outro,109.49567967623962,6,01/08/1959
ecommerce,bebidas,sudeste,marca_49,influencer_095,trimestral,credito,nao_informado,86.45920854103771,3,13/02/1991
ecommerce,laticinios,sul,marca_51,influencer_021,trimestral,credito,masculino,122.76632900065766,4,14/10/1968
parceiros,bebidas,norte,marca_10,influencer_077,bimestral,pix,nao_informado,108.93177758590977,8,14/11/1992
parceiros,higiene,sudeste,marca_21,influencer_037,bimestral,pix,nao_informado,99.46957910146077,3,16/07/1994
ecommerce,mercearia,sudeste,marca_14,influencer_012,semanal,debito,nao_informado,138.64589579846762,7,22/01/1990
parceiros,laticinios,norte,marca_07,influencer_082,quinzenal,boleto,feminino,183.16462488485544,3,20/03/2002
app,mercearia,sul,marca_38,influencer_038,quinzenal,debito,nao_informado,133.11283515378014,5,02/10/1966
parceiros,higiene,norte,marca_20,influencer_103,trimestral,pix,outro,173.7466228177505,6,22/02/1997
loja_fisica,laticinios,centro_oeste,marca_13,influencer_110,bimestral,debito,feminino,183.1529959112181,8,12/05/1997
ecommerce,bebidas,centro_oeste,marca_51,influencer_101,mensal,boleto,masculino,96.5343879072725,7,17/10/1971
ecommerce,laticinios,sul,marca_44,influencer_038,trimestral,pix,outro,130.99434015964775,6,26/02/1965
loja_fisica,laticinios,sul,marca_46,influencer_028,semanal,credito,nao_informado,103.0020942340551,3,08/06/1987
loja_fisica,laticinios,nordeste,marca_02,influencer_107,trimestral,boleto,feminino,60.713446352956126,5,18/09/2002
whatsapp,snacks,norte,marca_54,influencer_054,semanal,boleto,outro,134.2304347487542,6,18/06/1990
ecommerce,bebidas,norte,marca_34,influencer_084,quinzenal,credito,masculino,77.91401527806144,4,15/11/1961
app,limpeza,sul,marca_30,influencer_099,bimestral,pix,outro,139.3721310239551,1,08/03/1978
ecommerce,higiene,sudeste,marca_00,influencer_033,quinzenal,boleto,feminino,57.76487667435121,3,21/07/1975
loja_fisica,limpeza,sudeste,marca_53,influencer_014,bimestral,credito,masculino,126.83971997910419,4,23/05/1986
whatsapp,laticinios,sudeste,marca_32,influencer_074,bimestral,carteira_digital,outro,57.17067982908283,3,27/07/1985
app,limpeza,sudeste,marca_49,influencer_070,trimestral,debito,outro,146.95459065487705,7,12/02/2007
ecommerce,snacks,centro_oeste,marca_39,influencer_032,semanal,boleto,masculino,104.26479705642093,3,04/09/1999
loja_fisica,higiene,sudeste,marca_47,influencer_070,semanal,carteira_digital,outro,100.40827569857936,5,26/03/1983
loja_fisica,bebidas,nordeste,marca_41,influencer_094,semanal,carteira_digital,outro,165.06019404971727,4,18/10/1962
parceiros,bebidas,centro_oeste,marca_55,influencer_041,mensal,pix,outro,107.13719327145594,2,04/11/1965
parceiros,bebidas,sul,marca_13,influencer_028,semanal,boleto,masculino,124.43410408292522,2,22/05/1964
ecommerce,mercearia,nordeste,marca_11,influencer_086,quinzenal,debito,masculino,112.0553517212432,2,20/09/1981
loja_fisica,mercearia,norte,marca_42,influencer_094,trimestral,debito,nao_informado,140.29569677372572,3,24/07/1963
parceiros,limpeza,sul,marca_29,influencer_114,trimestral,carteira_digital,outro,161.71779689050385,4,13/11/1964
app,higiene,nordeste,marca_35,influencer_017,trimestral,debito,masculino,153.425418275652,4,14/12/1962
whatsapp,limpeza,centro_oeste,marca_42,influencer_106,semanal,carteira_digital,feminino,101.33325721771615,5,04/11/1991
parceiros,mercearia,norte,marca_32,influencer_091,mensal,credito,masculino,168.36187874423288,2,13/04/1969
loja_fisica,laticinios,norte,marca_47,influencer_084,semanal,credito,feminino,83.34594547519133,2,16/08/2002
ecommerce,limpeza,centro_oeste,marca_18,influencer_037,quinzenal,credito,nao_informado,90.30072346487975,4,25/02/1981
ecommerce,mercearia,sul,marca_51,influencer_002,quinzenal,pix,masculino,114.88797056751605,3,06/04/1990
whatsapp,higiene,norte,marca_06,influencer_060,trimestral,credito,nao_informado,161.87201808835158,2,02/05/1983
app,higiene,nordeste,marca_37,influencer_034,bimestral,debito,nao_informado,73.1939432222558,2,09/06/2001
app,laticinios,norte,marca_53,influencer_034,quinzenal,carteira_digital,feminino,155.65936576554617,6,06/10/1961
app,higiene,norte,marca_14,influencer_111,bimestral,boleto,outro,117.8101162072809,3,13/01/1993
app,higiene,norte,marca_19,influencer_018,trimestral,boleto,masculino,102.65065905655464,5,20/06/1985
app,snacks,centro_oeste,marca_18,influencer_112,semanal,credito,masculino,163.91225465391707,4,11/10/1978
loja_fisica,higiene,sul,marca_33,influencer_060,trimestral,debito,feminino,87.89316685248215,6,10/03/1992
loja_fisica,limpeza,norte,marca_24,influencer_100,semanal,boleto,nao_informado,211.42704614999712,4,11/10/1983
